conflict_id,link_id_a,link_id_b,device_class,conflict_type,min_frequency_separation_khz,min_spatial_separation_m,hard_constraint,reason,source
CF-0172,LK-0004,LK-0011,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0173,LK-0004,LK-0012,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0174,LK-0004,LK-0013,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0175,LK-0004,LK-0014,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0176,LK-0004,LK-0015,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0177,LK-0004,LK-0016,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0178,LK-0004,LK-0017,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0179,LK-0004,LK-0018,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0180,LK-0004,LK-0025,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0181,LK-0004,LK-0026,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0182,LK-0004,LK-0028,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0183,LK-0004,LK-0030,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0184,LK-0004,LK-0031,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0185,LK-0004,LK-0032,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0186,LK-0004,LK-0033,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0187,LK-0004,LK-0035,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0188,LK-0004,LK-0036,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0189,LK-0004,LK-0040,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0190,LK-0004,LK-0042,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0191,LK-0004,LK-0044,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0192,LK-0004,LK-0045,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0193,LK-0004,LK-0047,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0194,LK-0004,LK-0048,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0195,LK-0004,LK-0050,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0196,LK-0004,LK-0051,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0197,LK-0004,LK-0052,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0198,LK-0004,LK-0053,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0199,LK-0004,LK-0054,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0200,LK-0004,LK-0056,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0201,LK-0004,LK-0057,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0202,LK-0004,LK-0058,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0203,LK-0004,LK-0059,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0204,LK-0004,LK-0061,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0205,LK-0004,LK-0062,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0206,LK-0004,LK-0064,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0207,LK-0004,LK-0066,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0208,LK-0004,LK-0067,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0209,LK-0004,LK-0068,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0210,LK-0004,LK-0070,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0211,LK-0004,LK-0076,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0212,LK-0004,LK-0077,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0213,LK-0004,LK-0078,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0214,LK-0004,LK-0137,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0215,LK-0004,LK-0259,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0216,LK-0004,LK-0287,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0217,LK-0004,LK-0292,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0218,LK-0004,LK-0312,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0219,LK-0004,LK-0314,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0220,LK-0004,LK-0317,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0221,LK-0004,LK-0322,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0222,LK-0004,LK-0324,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0223,LK-0004,LK-0329,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0224,LK-0004,LK-0334,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0225,LK-0004,LK-0426,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0226,LK-0005,LK-0007,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0227,LK-0005,LK-0008,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0228,LK-0005,LK-0009,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0229,LK-0005,LK-0011,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0230,LK-0005,LK-0012,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0231,LK-0005,LK-0013,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0232,LK-0005,LK-0014,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0233,LK-0005,LK-0015,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0234,LK-0005,LK-0016,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0235,LK-0005,LK-0017,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0236,LK-0005,LK-0018,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0237,LK-0005,LK-0025,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0238,LK-0005,LK-0026,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0239,LK-0005,LK-0028,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0240,LK-0005,LK-0030,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0241,LK-0005,LK-0031,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0242,LK-0005,LK-0032,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0243,LK-0005,LK-0033,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0244,LK-0005,LK-0035,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0245,LK-0005,LK-0036,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0246,LK-0005,LK-0040,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0247,LK-0005,LK-0042,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0248,LK-0005,LK-0044,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0249,LK-0005,LK-0045,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0250,LK-0005,LK-0047,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0251,LK-0005,LK-0048,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0252,LK-0005,LK-0050,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0253,LK-0005,LK-0051,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0254,LK-0005,LK-0052,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0255,LK-0005,LK-0053,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0256,LK-0005,LK-0054,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0257,LK-0005,LK-0056,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0258,LK-0005,LK-0057,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0259,LK-0005,LK-0058,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0260,LK-0005,LK-0059,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0261,LK-0005,LK-0061,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0262,LK-0005,LK-0062,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0263,LK-0005,LK-0064,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0264,LK-0005,LK-0066,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0265,LK-0005,LK-0067,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0266,LK-0005,LK-0068,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0267,LK-0005,LK-0070,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0268,LK-0005,LK-0076,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0269,LK-0005,LK-0077,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0270,LK-0005,LK-0078,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0271,LK-0005,LK-0079,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0272,LK-0005,LK-0080,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0273,LK-0005,LK-0110,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0274,LK-0005,LK-0150,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0275,LK-0005,LK-0233,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0276,LK-0005,LK-0236,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0277,LK-0005,LK-0240,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0278,LK-0005,LK-0257,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0279,LK-0005,LK-0263,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0280,LK-0005,LK-0312,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0281,LK-0005,LK-0322,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0282,LK-0005,LK-0343,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0283,LK-0005,LK-0348,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0284,LK-0005,LK-0367,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0285,LK-0005,LK-0372,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0286,LK-0005,LK-0375,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0287,LK-0005,LK-0383,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0288,LK-0005,LK-0386,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0289,LK-0005,LK-0413,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0290,LK-0005,LK-0424,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0291,LK-0005,LK-0427,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0292,LK-0005,LK-0443,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0293,LK-0005,LK-0468,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0294,LK-0006,LK-0019,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0295,LK-0006,LK-0020,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0296,LK-0006,LK-0022,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0297,LK-0006,LK-0023,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0298,LK-0006,LK-0034,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0299,LK-0006,LK-0037,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0300,LK-0006,LK-0042,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0301,LK-0006,LK-0058,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0302,LK-0006,LK-0062,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0303,LK-0006,LK-0066,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0304,LK-0006,LK-0072,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0305,LK-0006,LK-0074,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0306,LK-0006,LK-0075,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0307,LK-0006,LK-0103,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0308,LK-0006,LK-0137,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0309,LK-0006,LK-0143,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0310,LK-0006,LK-0147,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0311,LK-0006,LK-0179,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0312,LK-0006,LK-0269,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0313,LK-0006,LK-0352,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0314,LK-0006,LK-0382,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0315,LK-0006,LK-0447,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0316,LK-0007,LK-0008,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0317,LK-0007,LK-0009,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0318,LK-0007,LK-0011,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0319,LK-0007,LK-0012,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0320,LK-0007,LK-0013,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0321,LK-0007,LK-0014,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0322,LK-0007,LK-0015,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0323,LK-0007,LK-0016,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0324,LK-0007,LK-0017,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0325,LK-0007,LK-0018,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0326,LK-0007,LK-0025,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0327,LK-0007,LK-0026,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0328,LK-0007,LK-0028,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0329,LK-0007,LK-0030,VUHF,SHARED_NODE,25.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0330,LK-0007,LK-0031,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0331,LK-0007,LK-0032,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0332,LK-0007,LK-0033,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0333,LK-0007,LK-0035,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0334,LK-0007,LK-0036,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0335,LK-0007,LK-0040,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0336,LK-0007,LK-0042,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0337,LK-0007,LK-0044,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0338,LK-0007,LK-0045,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0339,LK-0007,LK-0047,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0340,LK-0007,LK-0048,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0341,LK-0007,LK-0050,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0342,LK-0007,LK-0051,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0343,LK-0007,LK-0052,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0344,LK-0007,LK-0053,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0345,LK-0007,LK-0054,VUHF,ADJACENT_CHANNEL_NEAR_PATH,25.0,30000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
